client_name,node_name,message,processing_time,server_time,code,time_since_last
clientName_gBQNS_0,Node-ZWCYB,pong,630ns,2023-08-11T06:30:37.4374698Z,200,1.077
clientName_gBQNS_0,Node-ZWCYB,pong,720ns,2023-08-11T06:30:38.497477776Z,200,1.069
clientName_gBQNS_0,Node-gTXRU,pong,860ns,2023-08-11T06:30:39.547631008Z,200,1.042
clientName_gBQNS_0,Node-LtlgA,pong,441ns,2023-08-11T06:30:40.600529372Z,200,1.03
clientName_gBQNS_0,Node-gTXRU,pong,310ns,2023-08-11T06:30:41.641837444Z,200,1.062
clientName_gBQNS_0,Node-gTXRU,pong,440ns,2023-08-11T06:30:42.723748738Z,200,1.083
clientName_gBQNS_0,Node-LtlgA,pong,491ns,2023-08-11T06:30:43.798895596Z,200,1.043
clientName_gBQNS_0,Node-ZWCYB,pong,690ns,2023-08-11T06:30:44.811339439Z,200,1.039
clientName_gBQNS_0,Node-gTXRU,pong,550ns,2023-08-11T06:30:45.84073181Z,200,1.026
clientName_gBQNS_0,Node-LtlgA,pong,351ns,2023-08-11T06:30:46.903327107Z,200,1.04
clientName_gBQNS_0,Node-LtlgA,pong,311ns,2023-08-11T06:30:47.954743466Z,200,1.057
clientName_gBQNS_0,Node-ZWCYB,pong,750ns,2023-08-11T06:30:48.972426354Z,200,1.039
clientName_gBQNS_0,Node-gTXRU,pong,270ns,2023-08-11T06:30:50.026104936Z,200,1.062
clientName_gBQNS_0,Node-ZWCYB,pong,260ns,2023-08-11T06:30:51.096649896Z,200,1.079
clientName_gBQNS_0,Node-LtlgA,pong,462ns,2023-08-11T06:30:52.184249026Z,200,1.043
clientName_gBQNS_0,Node-LtlgA,pong,631ns,2023-08-11T06:30:53.241993832Z,200,1.059
clientName_gBQNS_0,Node-ZWCYB,pong,390ns,2023-08-11T06:30:54.25730299Z,200,1.034
clientName_gBQNS_0,Node-gTXRU,pong,510ns,2023-08-11T06:30:55.280248006Z,200,1.022
clientName_gBQNS_0,Node-LtlgA,pong,711ns,2023-08-11T06:30:56.34554193Z,200,1.043
clientName_gBQNS_0,Node-LtlgA,pong,461ns,2023-08-11T06:30:57.422800572Z,200,1.074
clientName_gBQNS_0,Node-gTXRU,pong,570ns,2023-08-11T06:30:58.518874715Z,200,1.175
clientName_gBQNS_0,Node-LtlgA,pong,691ns,2023-08-11T06:30:59.664363735Z,200,1.1
clientName_gBQNS_0,Node-LtlgA,pong,431ns,2023-08-11T06:31:00.737173088Z,200,1.038
clientName_gBQNS_0,Node-LtlgA,pong,652ns,2023-08-11T06:31:01.800829975Z,200,1.065
clientName_gBQNS_0,Node-ZWCYB,pong,100ns,2023-08-11T06:31:02.847293963Z,200,1.078
clientName_gBQNS_0,Node-gTXRU,pong,260ns,2023-08-11T06:31:03.922253486Z,200,1.068
clientName_gBQNS_0,Node-LtlgA,pong,761ns,2023-08-11T06:31:04.999200619Z,200,1.055
clientName_gBQNS_0,Node-ZWCYB,pong,100ns,2023-08-11T06:31:06.025072247Z,200,1.044
clientName_gBQNS_0,Node-LtlgA,pong,752ns,2023-08-11T06:31:07.112246289Z,200,1.069
clientName_gBQNS_0,Node-ZWCYB,pong,460ns,2023-08-11T06:31:08.125239059Z,200,1.033
clientName_gBQNS_0,Node-LtlgA,pong,471ns,2023-08-11T06:31:09.217555624Z,200,1.088
clientName_gBQNS_0,Node-LtlgA,pong,450ns,2023-08-11T06:31:10.365680871Z,200,1.129
clientName_gBQNS_0,Node-ZWCYB,pong,350ns,2023-08-11T06:31:11.393659972Z,200,1.054
clientName_gBQNS_0,Node-ZWCYB,pong,180ns,2023-08-11T06:31:12.487038374Z,200,1.093
clientName_gBQNS_0,Node-ZWCYB,pong,110ns,2023-08-11T06:31:13.529531304Z,200,1.046
clientName_gBQNS_0,Node-LtlgA,pong,1.112µs,2023-08-11T06:31:14.604270637Z,200,1.041
clientName_gBQNS_0,Node-LtlgA,pong,451ns,2023-08-11T06:31:15.651840005Z,200,1.048
clientName_gBQNS_0,Node-ZWCYB,pong,240ns,2023-08-11T06:31:16.731965168Z,200,1.119
clientName_gBQNS_0,Node-gTXRU,pong,430ns,2023-08-11T06:31:17.833812251Z,200,1.086
clientName_gBQNS_0,Node-LtlgA,pong,1.073µs,2023-08-11T06:31:18.960309991Z,200,1.121
clientName_gBQNS_0,Node-ZWCYB,pong,680ns,2023-08-11T06:31:20.037443408Z,200,1.091
clientName_gBQNS_0,Node-gTXRU,pong,580ns,2023-08-11T06:31:21.118342128Z,200,1.075
clientName_gBQNS_0,Node-LtlgA,pong,1.001µs,2023-08-11T06:31:22.212399538Z,200,1.071
clientName_gBQNS_0,Node-ZWCYB,pong,370ns,2023-08-11T06:31:23.239252452Z,200,1.052
clientName_gBQNS_0,Node-gTXRU,pong,390ns,2023-08-11T06:31:24.277663774Z,200,1.029
clientName_gBQNS_0,Node-gTXRU,pong,730ns,2023-08-11T06:31:25.340593642Z,200,1.075
clientName_gBQNS_0,Node-LtlgA,pong,421ns,2023-08-11T06:31:26.401828879Z,200,1.024
clientName_gBQNS_0,Node-ZWCYB,pong,140ns,2023-08-11T06:31:27.436256399Z,200,1.063
clientName_gBQNS_0,Node-ZWCYB,pong,130ns,2023-08-11T06:31:28.502452665Z,200,1.063
clientName_gBQNS_0,Node-gTXRU,pong,500ns,2023-08-11T06:31:29.556940528Z,200,1.054
clientName_gBQNS_0,Node-LtlgA,pong,831ns,2023-08-11T06:31:30.606219278Z,200,1.019
clientName_gBQNS_0,Node-gTXRU,pong,440ns,2023-08-11T06:31:31.622162554Z,200,1.047
clientName_gBQNS_0,Node-ZWCYB,pong,430ns,2023-08-11T06:31:32.649182761Z,200,1.021
clientName_gBQNS_0,Node-ZWCYB,pong,470ns,2023-08-11T06:31:33.764819295Z,200,1.123
clientName_gBQNS_0,Node-LtlgA,pong,370ns,2023-08-11T06:31:34.906729744Z,200,1.178
clientName_gBQNS_0,Node-gTXRU,pong,520ns,2023-08-11T06:31:36.045665776Z,200,1.151
clientName_gBQNS_0,Node-LtlgA,pong,370ns,2023-08-11T06:31:37.154716248Z,200,1.031
clientName_gBQNS_0,Node-gTXRU,pong,600ns,2023-08-11T06:31:38.217767414Z,200,1.116
clientName_gBQNS_0,Node-ZWCYB,pong,660ns,2023-08-11T06:31:39.278133675Z,200,1.032
clientName_gBQNS_0,Node-LtlgA,pong,460ns,2023-08-11T06:31:40.341483519Z,200,1.033
clientName_gBQNS_0,Node-ZWCYB,pong,600ns,2023-08-11T06:31:41.535391641Z,200,1.29
clientName_gBQNS_0,Node-gTXRU,pong,880ns,2023-08-11T06:31:42.646816745Z,200,1.044
clientName_gBQNS_0,Node-ZWCYB,pong,180ns,2023-08-11T06:31:43.711170273Z,200,1.063
clientName_gBQNS_0,Node-gTXRU,pong,600ns,2023-08-11T06:31:44.748564761Z,200,1.043
clientName_gBQNS_0,Node-gTXRU,pong,740ns,2023-08-11T06:31:45.822670162Z,200,1.161
clientName_gBQNS_0,Node-LtlgA,pong,702ns,2023-08-11T06:31:47.011680751Z,200,1.07
clientName_gBQNS_0,Node-gTXRU,pong,420ns,2023-08-11T06:31:48.050729765Z,200,1.067
clientName_gBQNS_0,Node-ZWCYB,pong,470ns,2023-08-11T06:31:49.1196285Z,200,1.062
clientName_gBQNS_0,Node-gTXRU,pong,580ns,2023-08-11T06:31:50.146667236Z,200,1.026
clientName_gBQNS_0,Node-LtlgA,pong,541ns,2023-08-11T06:31:51.247105877Z,200,1.074
clientName_gBQNS_0,Node-ZWCYB,pong,430ns,2023-08-11T06:31:52.290119667Z,200,1.076
clientName_gBQNS_0,Node-gTXRU,pong,660ns,2023-08-11T06:31:53.356253154Z,200,1.06
clientName_gBQNS_0,Node-ZWCYB,pong,560ns,2023-08-11T06:31:54.389930856Z,200,1.031
clientName_gBQNS_0,Node-gTXRU,pong,830ns,2023-08-11T06:31:55.446483181Z,200,1.072
clientName_gBQNS_0,Node-ZWCYB,pong,440ns,2023-08-11T06:31:56.496813776Z,200,1.033
clientName_gBQNS_0,Node-LtlgA,pong,421ns,2023-08-11T06:31:57.608666504Z,200,1.09
clientName_gBQNS_0,Node-gTXRU,pong,470ns,2023-08-11T06:31:58.611662092Z,200,1.031
clientName_gBQNS_0,Node-ZWCYB,pong,400ns,2023-08-11T06:31:59.680734939Z,200,1.064
clientName_gBQNS_0,Node-LtlgA,pong,771ns,2023-08-11T06:32:00.736438822Z,200,1.028
clientName_gBQNS_0,Node-ZWCYB,pong,860ns,2023-08-11T06:32:01.76981454Z,200,1.086
clientName_gBQNS_0,Node-ZWCYB,pong,500ns,2023-08-11T06:32:02.922415341Z,200,1.136
clientName_gBQNS_0,Node-LtlgA,pong,791ns,2023-08-11T06:32:04.036027125Z,200,1.078
clientName_gBQNS_0,Node-gTXRU,pong,350ns,2023-08-11T06:32:05.056645799Z,200,1.052
clientName_gBQNS_0,Node-ZWCYB,pong,510ns,2023-08-11T06:32:06.108426083Z,200,1.043
clientName_gBQNS_0,Node-LtlgA,pong,461ns,2023-08-11T06:32:07.167041663Z,200,1.031
clientName_gBQNS_0,Node-gTXRU,pong,560ns,2023-08-11T06:32:08.17431492Z,200,1.034
clientName_gBQNS_0,Node-ZWCYB,pong,580ns,2023-08-11T06:32:09.204964029Z,200,1.032
clientName_gBQNS_0,Node-gTXRU,pong,440ns,2023-08-11T06:32:10.247078112Z,200,1.042
clientName_gBQNS_0,Node-LtlgA,pong,451ns,2023-08-11T06:32:11.342839834Z,200,1.069
clientName_gBQNS_0,Node-ZWCYB,pong,260ns,2023-08-11T06:32:12.347865274Z,200,1.027
clientName_gBQNS_0,Node-gTXRU,pong,410ns,2023-08-11T06:32:13.417495329Z,200,1.072
clientName_gBQNS_0,Node-LtlgA,pong,451ns,2023-08-11T06:32:14.469547979Z,200,1.022
clientName_gBQNS_0,Node-ZWCYB,pong,560ns,2023-08-11T06:32:15.507378062Z,200,1.064
clientName_gBQNS_0,Node-gTXRU,pong,890ns,2023-08-11T06:32:16.560173023Z,200,1.058
clientName_gBQNS_0,Node-ZWCYB,pong,650ns,2023-08-11T06:32:17.626048334Z,200,1.068
clientName_gBQNS_0,Node-gTXRU,pong,590ns,2023-08-11T06:32:18.712751468Z,200,1.091
clientName_gBQNS_0,Node-gTXRU,pong,390ns,2023-08-11T06:32:19.89071722Z,200,1.244
clientName_gBQNS_0,Node-LtlgA,pong,471ns,2023-08-11T06:32:21.037784251Z,200,1.041
clientName_gBQNS_0,Node-ZWCYB,pong,300ns,2023-08-11T06:32:22.073203299Z,200,1.074
clientName_gBQNS_0,Node-LtlgA,pong,440ns,2023-08-11T06:32:23.168293094Z,200,1.092
clientName_gBQNS_0,Node-ZWCYB,pong,410ns,2023-08-11T06:32:24.216699461Z,200,1.039
clientName_gBQNS_0,Node-LtlgA,pong,722ns,2023-08-11T06:32:25.295487137Z,200,1.06
clientName_gBQNS_0,Node-ZWCYB,pong,420ns,2023-08-11T06:32:26.306518483Z,200,1.032
clientName_gBQNS_0,Node-gTXRU,pong,490ns,2023-08-11T06:32:27.339534796Z,200,1.032
clientName_gBQNS_0,Node-LtlgA,pong,1.173µs,2023-08-11T06:32:28.407135775Z,200,1.05
clientName_gBQNS_0,Node-ZWCYB,pong,410ns,2023-08-11T06:32:29.421669976Z,200,1.024
clientName_gBQNS_0,Node-gTXRU,pong,380ns,2023-08-11T06:32:30.482570025Z,200,1.074
clientName_gBQNS_0,Node-gTXRU,pong,400ns,2023-08-11T06:32:31.54948952Z,200,1.052
clientName_gBQNS_0,Node-LtlgA,pong,472ns,2023-08-11T06:32:32.602553065Z,200,1.03
clientName_gBQNS_0,Node-ZWCYB,pong,400ns,2023-08-11T06:32:33.620186233Z,200,1.049
clientName_gBQNS_0,Node-gTXRU,pong,340ns,2023-08-11T06:32:34.669786328Z,200,1.046
clientName_gBQNS_0,Node-LtlgA,pong,450ns,2023-08-11T06:32:35.724796383Z,200,1.024
clientName_gBQNS_0,Node-gTXRU,pong,650ns,2023-08-11T06:32:36.746424129Z,200,1.051
clientName_gBQNS_0,Node-gTXRU,pong,950ns,2023-08-11T06:32:37.779488403Z,200,1.031
clientName_gBQNS_0,Node-LtlgA,pong,691ns,2023-08-11T06:32:38.837895631Z,200,1.03
clientName_gBQNS_0,Node-gTXRU,pong,640ns,2023-08-11T06:32:39.853089919Z,200,1.043
clientName_gBQNS_0,Node-LtlgA,pong,701ns,2023-08-11T06:32:40.919204423Z,200,1.038
clientName_gBQNS_0,Node-LtlgA,pong,753ns,2023-08-11T06:32:41.986653414Z,200,1.067
clientName_gBQNS_0,Node-gTXRU,pong,390ns,2023-08-11T06:32:43.019590289Z,200,1.062
clientName_gBQNS_0,Node-ZWCYB,pong,530ns,2023-08-11T06:32:44.066507995Z,200,1.047
clientName_gBQNS_0,Node-LtlgA,pong,762ns,2023-08-11T06:32:45.138708943Z,200,1.045
clientName_gBQNS_0,Node-gTXRU,pong,600ns,2023-08-11T06:32:46.15085536Z,200,1.04
clientName_gBQNS_0,Node-ZWCYB,pong,380ns,2023-08-11T06:32:47.200429745Z,200,1.049
clientName_gBQNS_0,Node-LtlgA,pong,441ns,2023-08-11T06:32:48.2546842Z,200,1.023
clientName_gBQNS_0,Node-LtlgA,pong,461ns,2023-08-11T06:32:49.360136617Z,200,1.168
clientName_gBQNS_0,Node-LtlgA,pong,431ns,2023-08-11T06:32:50.45632336Z,200,1.034
clientName_gBQNS_0,Node-gTXRU,pong,490ns,2023-08-11T06:32:51.471433042Z,200,1.043
clientName_gBQNS_0,Node-ZWCYB,pong,600ns,2023-08-11T06:32:52.523789588Z,200,1.049
clientName_gBQNS_0,Node-LtlgA,pong,311ns,2023-08-11T06:32:53.585724642Z,200,1.036
clientName_gBQNS_0,Node-gTXRU,pong,380ns,2023-08-11T06:32:54.601539427Z,200,1.045
clientName_gBQNS_0,Node-ZWCYB,pong,340ns,2023-08-11T06:32:55.629464007Z,200,1.02
clientName_gBQNS_0,Node-gTXRU,pong,590ns,2023-08-11T06:32:56.688491441Z,200,1.071
clientName_gBQNS_0,Node-gTXRU,pong,750ns,2023-08-11T06:32:57.731666823Z,200,1.038
clientName_gBQNS_0,Node-ZWCYB,pong,370ns,2023-08-11T06:32:58.931319327Z,200,1.272
clientName_gBQNS_0,Node-LtlgA,pong,221ns,2023-08-11T06:33:00.117538389Z,200,1.081
clientName_gBQNS_0,Node-gTXRU,pong,450ns,2023-08-11T06:33:01.219546853Z,200,1.154
clientName_gBQNS_0,Node-ZWCYB,pong,650ns,2023-08-11T06:33:02.28780285Z,200,1.04
clientName_gBQNS_0,Node-gTXRU,pong,570ns,2023-08-11T06:33:03.405062038Z,200,1.161
clientName_gBQNS_0,Node-gTXRU,pong,650ns,2023-08-11T06:33:04.565338771Z,200,1.156
clientName_gBQNS_0,Node-LtlgA,pong,441ns,2023-08-11T06:33:05.703569129Z,200,1.086
clientName_gBQNS_0,Node-gTXRU,pong,660ns,2023-08-11T06:33:06.865667384Z,200,1.308
